DATE,BOXRSA
1992-12-01,64.468249445306
1993-01-01,64.861494848463
1993-02-01,64.949814242107
1993-03-01,64.823541633916
1993-04-01,64.70848633080999
1993-05-01,64.83481835626
1993-06-01,65.145055508797
1993-07-01,65.518291149297
1993-08-01,65.732347732082
1993-09-01,65.84808935479299
1993-10-01,65.884428874467
1993-11-01,66.223636862623
1993-12-01,66.517025638746
1994-01-01,66.818000358272
1994-02-01,67.067877464317
1994-03-01,67.468920183215
1994-04-01,68.026223076839
1994-05-01,67.930910460907
1994-06-01,68.127174979413
1994-07-01,68.16303369079199
1994-08-01,68.287061013551
1994-09-01,68.44192534809
1994-10-01,68.65591819931
1994-11-01,68.791136358461
1994-12-01,68.780349612431
1995-01-01,68.79354968858
1995-02-01,69.012339429603
1995-03-01,69.125581353008
1995-04-01,68.98109005280699
1995-05-01,69.093520151129
1995-06-01,69.389104766779
1995-07-01,69.696546822928
1995-08-01,70.02586283626799
1995-09-01,70.124278964347
1995-10-01,70.14245180203301
1995-11-01,70.112224122736
1995-12-01,70.26605753342301
1996-01-01,70.680809282672
1996-02-01,70.957170371225
1996-03-01,71.393139614386
1996-04-01,71.65658077579701
1996-05-01,71.819217930485
1996-06-01,72.083989080677
1996-07-01,72.43676851541099
1996-08-01,72.932056626956
1996-09-01,73.017873452453
1996-10-01,73.324347935332
1996-11-01,73.475798496454
1996-12-01,74.196280046357
1997-01-01,74.608487854955
1997-02-01,74.905668244612
1997-03-01,75.353968529273
1997-04-01,75.725513040453
1997-05-01,76.132557662089
1997-06-01,76.494662832242
1997-07-01,76.753209376249
1997-08-01,77.074229862885
1997-09-01,77.442385031235
1997-10-01,78.00217565817199
1997-11-01,78.618920568245
1997-12-01,79.284755241999
1998-01-01,79.899480457233
1998-02-01,80.57402474118399
1998-03-01,81.178113790682
1998-04-01,81.945687220279
1998-05-01,82.793380624003
1998-06-01,83.683588483062
1998-07-01,84.490438095594
1998-08-01,85.277797423974
1998-09-01,86.20229306503799
1998-10-01,86.575250386651
1998-11-01,86.88352174973801
1998-12-01,87.787844780117
1999-01-01,89.242139591968
1999-02-01,90.56060728310999
1999-03-01,91.288558517046
1999-04-01,92.15338250361602
1999-05-01,92.999174880048
1999-06-01,93.800590649966
1999-07-01,95.07794677364201
1999-08-01,96.080050128512
1999-09-01,97.20470951063601
1999-10-01,98.21241963516701
1999-11-01,99.270912341087
1999-12-01,100.358313368658
2000-01-01,100.919817081091
2000-02-01,101.89422152230499
2000-03-01,102.65101222222201
2000-04-01,104.347652439792
2000-05-01,106.00954282487301
2000-06-01,107.93027326271299
2000-07-01,108.92452840916701
2000-08-01,110.129174121331
2000-09-01,111.370845368166
2000-10-01,112.9694187351
2000-11-01,114.77024901045401
2000-12-01,116.95049652853399
2001-01-01,118.837638171359
2001-02-01,120.40670825246299
2001-03-01,121.556149804956
2001-04-01,122.739598660832
2001-05-01,123.177646160035
2001-06-01,124.439708309851
2001-07-01,125.601493299153
2001-08-01,126.943099327563
2001-09-01,128.146097629091
2001-10-01,129.133296686226
2001-11-01,130.181564911094
2001-12-01,130.509512080345
2002-01-01,131.353007208379
2002-02-01,131.77357645178
2002-03-01,132.967908414986
2002-04-01,134.527804040529
2002-05-01,136.681797800868
2002-06-01,138.77183618860002
2002-07-01,140.541563851328
2002-08-01,142.307937654565
2002-09-01,144.20312862184701
2002-10-01,145.848390456738
2002-11-01,147.409320857562
2002-12-01,147.858349789093
2003-01-01,148.524579190977
2003-02-01,149.69789478839502
2003-03-01,150.97286212421002
2003-04-01,151.641760631797
2003-05-01,151.878975874162
2003-06-01,152.37872868647
2003-07-01,152.891997053887
2003-08-01,153.56469321045
2003-09-01,154.60706145341
2003-10-01,155.90189230108
2003-11-01,157.68269601580099
2003-12-01,159.303474193018
2004-01-01,160.572797685665
2004-02-01,161.98735090508
2004-03-01,163.253341948529
2004-04-01,165.531480487046
2004-05-01,166.174508430841
2004-06-01,167.516731786518
2004-07-01,168.141204627589
2004-08-01,169.289113386862
2004-09-01,170.158813713142
2004-10-01,172.04834892556
2004-11-01,173.0521984243
2004-12-01,174.318583468774
2005-01-01,175.759617587657
2005-02-01,177.935601667943
2005-03-01,179.460158946913
2005-04-01,180.49320997405601
2005-05-01,180.710032819787
2005-06-01,180.08312144080898
2005-07-01,180.01198875306
2005-08-01,179.70098425024398
2005-09-01,180.147638034437
2005-10-01,180.012958924843
2005-11-01,180.811926971042
2005-12-01,180.43768370430698
2006-01-01,180.626936756516
2006-02-01,179.543746975256
2006-03-01,180.04999218324502
2006-04-01,179.342204440789
2006-05-01,178.325587964387
2006-06-01,176.49502186617
2006-07-01,175.601652264962
2006-08-01,174.91754499465
2006-09-01,173.847752011236
2006-10-01,173.73152276942199
2006-11-01,171.911185983304
2006-12-01,171.28785354375
2007-01-01,170.57757432588198
2007-02-01,171.282330187545
2007-03-01,171.85137879532903
2007-04-01,171.648805091225
2007-05-01,170.93399952385099
2007-06-01,169.70684534489598
2007-07-01,169.22889397525802
2007-08-01,167.986601993058
2007-09-01,168.04050642471202
2007-10-01,167.41245770452102
2007-11-01,166.95788074531902
2007-12-01,165.528680120279
2008-01-01,164.75353269216401
2008-02-01,163.531682846271
2008-03-01,162.222821538595
2008-04-01,160.953240248115
2008-05-01,160.576775822815
2008-06-01,160.546925308564
2008-07-01,159.673736321473
2008-08-01,159.491791416241
2008-09-01,158.22057522862102
2008-10-01,157.436286812006
2008-11-01,154.842789534203
2008-12-01,153.99831260147698
2009-01-01,152.676544539519
2009-02-01,151.909713819692
2009-03-01,149.672409462948
2009-04-01,148.790499669735
2009-05-01,149.163888135005
2009-06-01,150.841184932807
2009-07-01,151.36886357432502
2009-08-01,152.39205676366998
2009-09-01,152.803029447066
2009-10-01,153.145574132782
2009-11-01,154.080292810609
2009-12-01,154.835303804142
2010-01-01,154.977903045681
2010-02-01,154.73289009106
2010-03-01,155.617855421574
2010-04-01,156.040198893734
2010-05-01,156.410936365979
2010-06-01,155.72572918838998
2010-07-01,155.267066936497
2010-08-01,154.506022922905
2010-09-01,153.387953523922
2010-10-01,152.999587186716
2010-11-01,153.065053962109
2010-12-01,153.70374067272698
2011-01-01,154.205459885432
2011-02-01,153.239313684791
2011-03-01,151.38038194705
2011-04-01,149.237612796478
2011-05-01,151.177769677966
2011-06-01,152.327579767101
2011-07-01,152.160447685238
2011-08-01,151.786452642416
2011-09-01,151.608940990024
2011-10-01,151.609587953944
2011-11-01,150.811895904426
2011-12-01,149.830335326483
2012-01-01,149.91753385706699
2012-02-01,149.591951796439
2012-03-01,149.628264680732
2012-04-01,148.976428220568
2012-05-01,150.665089371459
2012-06-01,152.27361915903
2012-07-01,153.645887127512
2012-08-01,154.642061671332
2012-09-01,154.630396658069
2012-10-01,154.222435853278
2012-11-01,154.28179688910498
2012-12-01,155.276412374747
2013-01-01,156.000431274726
2013-02-01,157.318401229434
2013-03-01,159.108240918925
2013-04-01,160.636960301222
2013-05-01,161.64261442473
2013-06-01,162.539815216903
2013-07-01,163.568526319346
2013-08-01,164.81643460149098
2013-09-01,166.521105970825
2013-10-01,167.682382672581
2013-11-01,169.474813526697
2013-12-01,170.308328807364
2014-01-01,170.235537196266
2014-02-01,170.457696460184
2014-03-01,171.452099073465
2014-04-01,174.672114965347
2014-05-01,174.75645580338698
2014-06-01,173.977250723219
2014-07-01,173.15186800762902
2014-08-01,173.485533339908
2014-09-01,174.16761899360802
2014-10-01,175.02505690759602
2014-11-01,175.978229175515
2014-12-01,176.64324708706403
2015-01-01,178.248620443587
2015-02-01,178.784687921163
2015-03-01,178.69838355121001
2015-04-01,177.195783933557
2015-05-01,178.384537724143
2015-06-01,179.685178341633
2015-07-01,180.96661956348098
2015-08-01,181.828977719847
2015-09-01,182.457407040866
2015-10-01,183.65032196177899
2015-11-01,183.875019120487
2015-12-01,184.44908068819802
2016-01-01,184.553351697362
2016-02-01,185.206242558914
2016-03-01,186.177119487696
2016-04-01,186.91391305705102
2016-05-01,188.18365828312199
2016-06-01,188.131248217827
2016-07-01,188.787674552781
2016-08-01,189.61661145633
2016-09-01,190.519089401582
2016-10-01,191.912042808607
2016-11-01,193.767509663596
2016-12-01,195.768022011614
2017-01-01,197.360063335154
2017-02-01,198.941588382855
2017-03-01,199.747921186965
2017-04-01,198.946919761954
2017-05-01,199.34871030298902
2017-06-01,199.93011023238603
2017-07-01,201.978157910211
2017-08-01,203.072021622876
2017-09-01,204.53859929103402
2017-10-01,205.199263674237
2017-11-01,205.68082575589298
2017-12-01,206.469293485661
2018-01-01,207.92133213821998
2018-02-01,210.55450651038
2018-03-01,210.59321773532102
2018-04-01,211.867080966014
2018-05-01,212.813755939903
2018-06-01,213.55336004893798
2018-07-01,213.82042779479698
2018-08-01,214.345302249161
2018-09-01,214.951932326423
2018-10-01,216.20717782674498
2018-11-01,217.016075557047
2018-12-01,217.117406328974
2019-01-01,217.365635397874
2019-02-01,217.292121133143
2019-03-01,218.297337508119
2019-04-01,219.59593649373798
2019-05-01,219.981759376058
2019-06-01,221.44204827785
2019-07-01,222.059045092085
2019-08-01,222.933545840677
2019-09-01,222.598769471231
2019-10-01,223.851652726973
2019-11-01,225.45661252179698
2019-12-01,226.82038775563498
2020-01-01,227.26452520200698
2020-02-01,227.94644794582803
2020-03-01,228.552269736562
2020-04-01,228.74240315940202
2020-05-01,229.03336635071602
2020-06-01,229.04878672443297
2020-07-01,231.823050905091
2020-08-01,235.79895577911802
2020-09-01,240.038696024531
2020-10-01,245.15228986714803
2020-11-01,249.15553897722802
2020-12-01,252.74456715405103
2021-01-01,256.228525922138
2021-02-01,259.324586770554
2021-03-01,262.429644615449
2021-04-01,265.445539219488
2021-05-01,268.481154621397
2021-06-01,271.358823020367
2021-07-01,275.077740221479
2021-08-01,277.67292932008
2021-09-01,280.435724488453
2021-10-01,282.38912112749404
2021-11-01,282.868845765144
2021-12-01,286.617267574049
2022-01-01,290.305835853411
2022-02-01,297.157747694548
2022-03-01,300.883196799076
2022-04-01,305.390129460625
2022-05-01,310.39104111318403
2022-06-01,311.821378202348
2022-07-01,311.701753284703
2022-08-01,309.371917294272
2022-09-01,305.138109611743
2022-10-01,304.036948963038
2022-11-01,302.52052126868597
2022-12-01,301.612608647344
2023-01-01,302.62993462559297
